,Station Name,Station Latitude,Station Longitude,Business Category,Business Name,Rating,Number of Reviews,Address,Contact
5411,South St & Gouverneur Ln,40.70355377,-74.00670227,Wine Bars,Felice 15 Gold,4.0,456,15 Gold St,(212) 785-5950
5412,South St & Gouverneur Ln,40.70355377,-74.00670227,American (New),Broadstone Bar & Kitchen,4.0,355,88 Broad St,(646) 707-0426
5413,South St & Gouverneur Ln,40.70355377,-74.00670227,Italian,Antica Ristorante,4.5,560,8 Stone St,(212) 480-3880
5414,South St & Gouverneur Ln,40.70355377,-74.00670227,Bars,Sky 55 Bar & Grill,4.0,28,55 Water St,(646) 590-6556
5415,South St & Gouverneur Ln,40.70355377,-74.00670227,American (New),Saga,4.0,53,70 Pine St,(212) 339-3963
5416,South St & Gouverneur Ln,40.70355377,-74.00670227,American (New),Malibu Farm New York,4.0,368,89 South St,(212) 265-3030
5417,South St & Gouverneur Ln,40.70355377,-74.00670227,Seafood,Fishmarket Restaurant,4.5,633,111 South St,(917) 363-8101
5418,South St & Gouverneur Ln,40.70355377,-74.00670227,Cafes,La Parisienne,4.5,837,9 Maiden Ln,(646) 756-4911
5419,South St & Gouverneur Ln,40.70355377,-74.00670227,Mexican,Mad Dog & Beans Mexican Cantina,3.5,1067,83 Pearl St,(212) 269-1177
5420,Marin Light Rail,40.71458403535893,-74.04281705617905,Pizza,Razza,4.0,1236,275-277 Grove St,(201) 356-9348
5421,Marin Light Rail,40.71458403535893,-74.04281705617905,Steakhouses,Edward's Steak House,4.0,330,239 Marin Blvd,(201) 761-0000
5422,Marin Light Rail,40.71458403535893,-74.04281705617905,Australian,Frankie,4.0,330,264 Grove St,(201) 333-0170
5423,Marin Light Rail,40.71458403535893,-74.04281705617905,Mexican,Taqueria Downtown,4.0,2051,236 Grove St,(201) 333-3220
5424,Marin Light Rail,40.71458403535893,-74.04281705617905,Bars,Liberty Prime Steakhouse,4.0,463,111 Montgomery St,(201) 333-3633
5425,Marin Light Rail,40.71458403535893,-74.04281705617905,Pizza,Tino’s Artisan Pizza,4.5,120,199 Warren St,(201) 433-6639
5426,Marin Light Rail,40.71458403535893,-74.04281705617905,Burgers,White Star Warren,4.0,393,179 Warren St,(201) 209-1900
5427,Marin Light Rail,40.71458403535893,-74.04281705617905,Cafes,sam a.m,4.0,837,112 Morris St,(201) 432-2233
5428,Marin Light Rail,40.71458403535893,-74.04281705617905,Japanese,DOMODOMO Jersey City,4.5,675,200 Greene St,(201) 267-0222
5429,Marin Light Rail,40.71458403535893,-74.04281705617905,American (New),Amelia's Bistro,3.5,633,187 Warren St,(201) 332-2200
5430,Marin Light Rail,40.71458403535893,-74.04281705617905,Wine Bars,Satis Bistro,4.0,776,212 Washington St,(201) 435-5151
5431,Marin Light Rail,40.71458403535893,-74.04281705617905,Coffee & Tea,Cafe Dolma,4.5,175,270 Grand St,(201) 433-6391
5432,Marin Light Rail,40.71458403535893,-74.04281705617905,Italian,Luna Restaurant,4.0,443,279 Grove St,(201) 333-0032
5433,Marin Light Rail,40.71458403535893,-74.04281705617905,American (New),Skinner's Loft,4.0,1042,146 Newark Ave,(201) 915-0600
5434,Marin Light Rail,40.71458403535893,-74.04281705617905,American (Traditional),Zeppelin Hall,3.5,933,88 Liberty View Dr,(201) 721-8888
5435,Marin Light Rail,40.71458403535893,-74.04281705617905,Cocktail Bars,Dullboy,4.0,508,364 Grove St,(201) 795-1628
5436,Marin Light Rail,40.71458403535893,-74.04281705617905,Desserts,The Kitchen Step,4.0,464,500 Jersey Ave,(201) 721-6115
5437,Marin Light Rail,40.71458403535893,-74.04281705617905,Korean,ONDO Jersey City,4.5,164,3 2nd St,(201) 721-6771
5438,Marin Light Rail,40.71458403535893,-74.04281705617905,American (New),Maritime Parc,4.0,314,84 Audrey Zapp Dr,(201) 413-0050
5439,Marin Light Rail,40.71458403535893,-74.04281705617905,Coffee & Tea,Short Grain,4.0,391,183 Montgomery St,(201) 333-2810
5440,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,Caribbean,Harry's Daughter,4.0,428,339 Communipaw Ave,(201) 433-2471
5441,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,Bars,Light Rail Cafe,4.0,118,237 Randolph Ave,(201) 434-9900
5442,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,Noodles,Pinwheel Garden Dumpling & Noodle Bar,4.5,416,318 Communipaw Ave,(201) 413-5333
5443,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,Lounges,The Factory,3.0,110,451 Communipaw Ave J Cy,(201) 630-4396
5444,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,Japanese,Samurai Sushi,4.0,18,467 Communipaw Ave,(201) 630-4396
5445,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,Mexican,La Brujeria,4.0,114,590 Grand St,(201) 267-6760
5446,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,Sandwiches,Mordi's Sandwich Shop,4.5,146,320 Communipaw Ave,(551) 203-2348
5447,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,Coffee & Tea,Snapdragon Coffee & Social,4.5,119,190 Monticello Ave,(201) 878-3413
5448,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,Coffee & Tea,The Grind Shop,4.5,169,360 Communipaw Ave,(201) 547-8377
5449,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,Vegan,Plant Base,5.0,60,370 Pacific Ave,(551) 256-3868
5450,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,Cafes,Nick's Restaurant,4.5,21,402 Communipaw Ave,(201) 434-9538
5451,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,Empanadas,El Empanada King,4.0,12,199 Woodward St,(201) 647-1393
5452,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,Vegan,Nûrish,5.0,31,346 Communipaw Ave,(201) 360-3204
5453,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,Puerto Rican,O'LaLa Empanadas,4.0,291,600 Communipaw Ave,(201) 360-3546
5454,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,Desserts,Baonanas,4.5,83,181 Monticello Ave,(201) 205-2152
5455,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,Distilleries,Corgi Spirits,4.5,104,1 Distillery Dr,(201) 448-4184
5456,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,Breakfast & Brunch,The Cottage,3.5,98,136 Monticello Ave,(201) 200-7067
5457,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,Food Trucks,Tony Dragon's Grille,4.5,259,62nd St and Madison Ave,(917) 299-1550
5458,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,Coffee & Tea,Kọ Cafe,5.0,5,722 Grand St,(917) 299-1550
5459,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,Mexican,Taqueria Sabor Mixteca,4.0,19,496 Communipaw Ave,(201) 432-5720
5460,Columbus Drive,40.71835519823214,-74.03891444206238,Bars,Liberty Prime Steakhouse,4.0,463,111 Montgomery St,(201) 333-3633
5461,Columbus Drive,40.71835519823214,-74.03891444206238,Japanese,DOMODOMO Jersey City,4.5,675,200 Greene St,(201) 267-0222
5462,Columbus Drive,40.71835519823214,-74.03891444206238,Breakfast & Brunch,Buddy's Jc,4.0,420,247 Washington St,(201) 432-2600
5463,Columbus Drive,40.71835519823214,-74.03891444206238,Pizza,Razza,4.0,1236,275-277 Grove St,(201) 356-9348
5464,Columbus Drive,40.71835519823214,-74.03891444206238,Bubble Tea,Taste Of North China,3.0,306,75 Montgomery St,(201) 521-1800
5465,Columbus Drive,40.71835519823214,-74.03891444206238,Mexican,Orale Mexican Kitchen,4.0,1328,341 Grove St,(201) 333-0001
5466,Columbus Drive,40.71835519823214,-74.03891444206238,American (New),Skinner's Loft,4.0,1042,146 Newark Ave,(201) 915-0600
5467,Columbus Drive,40.71835519823214,-74.03891444206238,Korean,ONDO Jersey City,4.5,164,3 2nd St,(201) 721-6771
5468,Columbus Drive,40.71835519823214,-74.03891444206238,Japanese,East Hana JC,4.5,186,103 Montgomery St,(201) 984-0709
5469,Columbus Drive,40.71835519823214,-74.03891444206238,American (New),Mathews Food & Drink,4.0,617,351 Grove St,(201) 333-1258
5470,Columbus Drive,40.71835519823214,-74.03891444206238,American (New),Fire & Oak - Jersey City,4.0,919,479 Washington Blvd,(201) 610-9610
5471,Columbus Drive,40.71835519823214,-74.03891444206238,Wine Bars,Satis Bistro,4.0,776,212 Washington St,(201) 435-5151
5472,Columbus Drive,40.71835519823214,-74.03891444206238,Cocktail Bars,Dullboy,4.0,508,364 Grove St,(201) 795-1628
5473,Columbus Drive,40.71835519823214,-74.03891444206238,Sushi Bars,Honshu,4.0,426,95 Greene St,(201) 324-2788
5474,Columbus Drive,40.71835519823214,-74.03891444206238,Coffee & Tea,Maggie's Farm Espresso,4.5,141,88 Morgan St,(201) 360-0084
5475,Columbus Drive,40.71835519823214,-74.03891444206238,Italian,Porto Leggero,4.0,287,185 Hudson St,(201) 434-3200
5476,Columbus Drive,40.71835519823214,-74.03891444206238,Beer Bar,Hudson Hall,4.0,303,364 Marin Blvd,(201) 659-6565
5477,Columbus Drive,40.71835519823214,-74.03891444206238,Gastropubs,Hudson & Co,4.0,768,3 2nd St,(201) 685-7330
5478,Columbus Drive,40.71835519823214,-74.03891444206238,Cuban,Rumba Cubana,4.5,522,235 Pavonia Ave,(201) 878-4400
5479,Columbus Drive,40.71835519823214,-74.03891444206238,Italian,Luna Restaurant,4.0,443,279 Grove St,(201) 333-0032
5480,Jersey & 3rd,40.72333158646436,-74.04595255851744,Cocktail Bars,Ani Ramen House,4.0,788,218 Newark Ave,(201) 408-6841
5481,Jersey & 3rd,40.72333158646436,-74.04595255851744,Sushi Bars,Sushi By Bou - Jersey City,4.5,264,218 Newark Ave,(201) 614-3660
5482,Jersey & 3rd,40.72333158646436,-74.04595255851744,American (New),Skinner's Loft,4.0,1042,146 Newark Ave,(201) 915-0600
5483,Jersey & 3rd,40.72333158646436,-74.04595255851744,Cocktail Bars,The Archer,4.0,346,176 Newark Ave,(201) 309-1090
5484,Jersey & 3rd,40.72333158646436,-74.04595255851744,American (New),Mathews Food & Drink,4.0,617,351 Grove St,(201) 333-1258
5485,Jersey & 3rd,40.72333158646436,-74.04595255851744,Cocktail Bars,Dullboy,4.0,508,364 Grove St,(201) 795-1628
5486,Jersey & 3rd,40.72333158646436,-74.04595255851744,Cuban,Rumba Cubana,4.5,522,235 Pavonia Ave,(201) 878-4400
5487,Jersey & 3rd,40.72333158646436,-74.04595255851744,Burgers,Left Bank Burger Bar,4.0,851,194 Newark Ave,(201) 630-4127
5488,Jersey & 3rd,40.72333158646436,-74.04595255851744,Irish,Hudson Hound,4.5,89,8 Erie St,(201) 630-8559
5489,Jersey & 3rd,40.72333158646436,-74.04595255851744,Seafood,Just BeClaws,4.0,857,280 1st St,(201) 459-9100
5490,Jersey & 3rd,40.72333158646436,-74.04595255851744,Desserts,The Kitchen Step,4.0,464,500 Jersey Ave,(201) 721-6115
5491,Jersey & 3rd,40.72333158646436,-74.04595255851744,American (New),Cellar 335,4.5,728,335 Newark Ave,(201) 222-1422
5492,Jersey & 3rd,40.72333158646436,-74.04595255851744,Mexican,Orale Mexican Kitchen,4.0,1328,341 Grove St,(201) 333-0001
5493,Jersey & 3rd,40.72333158646436,-74.04595255851744,Mexican,Gringo's,3.5,628,12 Coles St,(201) 389-4110
5494,Jersey & 3rd,40.72333158646436,-74.04595255851744,Vietnamese,Saigon Cafe,4.0,403,188 Newark Ave,(201) 332-8711
5495,Jersey & 3rd,40.72333158646436,-74.04595255851744,Seafood,The Boil,4.0,231,8 Erie St,(201) 479-0808
5496,Jersey & 3rd,40.72333158646436,-74.04595255851744,Beer Bar,Würstbar,4.5,494,516 Jersey Ave,(201) 479-8396
5497,Jersey & 3rd,40.72333158646436,-74.04595255851744,Tacos,Tacoria,4.5,285,24-26 Erie st,(201) 792-9041
5498,Jersey & 3rd,40.72333158646436,-74.04595255851744,Italian,Pasta Dal Cuore,4.0,361,527 Jersey Ave,(201) 332-8505
5499,Jersey & 3rd,40.72333158646436,-74.04595255851744,Japanese,DOMODOMO Jersey City,4.5,675,200 Greene St,(201) 267-0222
5500,Manila & 1st,40.721650724879986,-74.04288411140442,American (New),Skinner's Loft,4.0,1042,146 Newark Ave,(201) 915-0600
5501,Manila & 1st,40.721650724879986,-74.04288411140442,Mexican,Orale Mexican Kitchen,4.0,1328,341 Grove St,(201) 333-0001
5502,Manila & 1st,40.721650724879986,-74.04288411140442,American (New),Mathews Food & Drink,4.0,617,351 Grove St,(201) 333-1258
5503,Manila & 1st,40.721650724879986,-74.04288411140442,Cocktail Bars,Dullboy,4.0,508,364 Grove St,(201) 795-1628
5504,Manila & 1st,40.721650724879986,-74.04288411140442,Pizza,Porta,3.0,1230,135 Newark Ave,(201) 544-5199
5505,Manila & 1st,40.721650724879986,-74.04288411140442,Southern,South House,3.5,717,149 Newark Ave,(201) 209-1316
5506,Manila & 1st,40.721650724879986,-74.04288411140442,Irish,Hudson Hound,4.5,89,8 Erie St,(201) 630-8559
5507,Manila & 1st,40.721650724879986,-74.04288411140442,Cocktail Bars,The Archer,4.0,346,176 Newark Ave,(201) 309-1090
5508,Manila & 1st,40.721650724879986,-74.04288411140442,Breakfast & Brunch,East Flour,4.0,222,103 Christopher Columbus Dr,(201) 333-7156
5509,Manila & 1st,40.721650724879986,-74.04288411140442,Beer Bar,Hudson Hall,4.0,303,364 Marin Blvd,(201) 659-6565
5510,Manila & 1st,40.721650724879986,-74.04288411140442,Brazilian,Tamborim Bar & Grill,4.0,90,130 Newark Ave,(201) 416-4400
5511,Manila & 1st,40.721650724879986,-74.04288411140442,Cocktail Bars,Ani Ramen House,4.0,788,218 Newark Ave,(201) 408-6841
5512,Manila & 1st,40.721650724879986,-74.04288411140442,Desserts,The Kitchen Step,4.0,464,500 Jersey Ave,(201) 721-6115
5513,Manila & 1st,40.721650724879986,-74.04288411140442,Vietnamese,Saigon Cafe,4.0,403,188 Newark Ave,(201) 332-8711
5514,Manila & 1st,40.721650724879986,-74.04288411140442,Seafood,The Boil,4.0,231,8 Erie St,(201) 479-0808
5515,Manila & 1st,40.721650724879986,-74.04288411140442,Pizza,Razza,4.0,1236,275-277 Grove St,(201) 356-9348
5516,Manila & 1st,40.721650724879986,-74.04288411140442,Tacos,Tacoria,4.5,285,24-26 Erie st,(201) 792-9041
5517,Manila & 1st,40.721650724879986,-74.04288411140442,Beer Bar,Würstbar,4.5,494,516 Jersey Ave,(201) 479-8396
5518,Manila & 1st,40.721650724879986,-74.04288411140442,Japanese,DOMODOMO Jersey City,4.5,675,200 Greene St,(201) 267-0222
5519,Manila & 1st,40.721650724879986,-74.04288411140442,Cuban,Rumba Cubana,4.5,522,235 Pavonia Ave,(201) 878-4400
5520,Jersey & 6th St,40.72528910781132,-74.04557168483734,Cuban,Rumba Cubana,4.5,522,235 Pavonia Ave,(201) 878-4400
5521,Jersey & 6th St,40.72528910781132,-74.04557168483734,Cocktail Bars,Ani Ramen House,4.0,788,218 Newark Ave,(201) 408-6841
5522,Jersey & 6th St,40.72528910781132,-74.04557168483734,American (New),Cellar 335,4.5,728,335 Newark Ave,(201) 222-1422
5523,Jersey & 6th St,40.72528910781132,-74.04557168483734,Sushi Bars,Sushi By Bou - Jersey City,4.5,264,218 Newark Ave,(201) 614-3660
5524,Jersey & 6th St,40.72528910781132,-74.04557168483734,American (New),Skinner's Loft,4.0,1042,146 Newark Ave,(201) 915-0600
5525,Jersey & 6th St,40.72528910781132,-74.04557168483734,Japanese,DOMODOMO Jersey City,4.5,675,200 Greene St,(201) 267-0222
5526,Jersey & 6th St,40.72528910781132,-74.04557168483734,American (New),Fire & Oak - Jersey City,4.0,919,479 Washington Blvd,(201) 610-9610
5527,Jersey & 6th St,40.72528910781132,-74.04557168483734,American (Traditional),Ed & Mary's,4.5,100,174 Coles St,(201) 839-5604
5528,Jersey & 6th St,40.72528910781132,-74.04557168483734,American (New),The Hamilton Inn,4.0,813,708 Jersey Ave,(201) 839-5818
5529,Jersey & 6th St,40.72528910781132,-74.04557168483734,Seafood,Just BeClaws,4.0,857,280 1st St,(201) 459-9100
5530,Jersey & 6th St,40.72528910781132,-74.04557168483734,Desserts,The Kitchen Step,4.0,464,500 Jersey Ave,(201) 721-6115
5531,Jersey & 6th St,40.72528910781132,-74.04557168483734,Mexican,Orale Mexican Kitchen,4.0,1328,341 Grove St,(201) 333-0001
5532,Jersey & 6th St,40.72528910781132,-74.04557168483734,French,Madame,4.0,268,390 4th St,(201) 876-8800
5533,Jersey & 6th St,40.72528910781132,-74.04557168483734,Sandwiches,Cangiano’s Marketplace ,4.5,98,225 Pavonia Ave,(201) 984-2212
5534,Jersey & 6th St,40.72528910781132,-74.04557168483734,Italian,Chickie’s,4.0,64,236 Pavonia Ave,(201) 984-2212
5535,Jersey & 6th St,40.72528910781132,-74.04557168483734,Cocktail Bars,Dullboy,4.0,508,364 Grove St,(201) 795-1628
5536,Jersey & 6th St,40.72528910781132,-74.04557168483734,American (New),Mathews Food & Drink,4.0,617,351 Grove St,(201) 333-1258
5537,Jersey & 6th St,40.72528910781132,-74.04557168483734,Barbeque,Hamilton Pork,4.0,602,247 10th St,(201) 957-7245
5538,Jersey & 6th St,40.72528910781132,-74.04557168483734,Korean,Ahri's Kitchen,3.5,335,227 7th St,(201) 963-6056
5539,Jersey & 6th St,40.72528910781132,-74.04557168483734,Italian,Barge Inn,4.0,119,324 3rd St,(201) 420-3268
5540,Monmouth and 6th,40.72568548362901,-74.04879033565521,American (New),Cellar 335,4.5,728,335 Newark Ave,(201) 222-1422
5541,Monmouth and 6th,40.72568548362901,-74.04879033565521,French,Madame,4.0,268,390 4th St,(201) 876-8800
5542,Monmouth and 6th,40.72568548362901,-74.04879033565521,Cuban,Rumba Cubana,4.5,522,235 Pavonia Ave,(201) 878-4400
5543,Monmouth and 6th,40.72568548362901,-74.04879033565521,Breakfast & Brunch,Gussy's Cafe,4.5,24,292 Newark Ave,(201) 267-6804
5544,Monmouth and 6th,40.72568548362901,-74.04879033565521,Cocktail Bars,Ani Ramen House,4.0,788,218 Newark Ave,(201) 408-6841
5545,Monmouth and 6th,40.72568548362901,-74.04879033565521,Italian,Barge Inn,4.0,119,324 3rd St,(201) 420-3268
5546,Monmouth and 6th,40.72568548362901,-74.04879033565521,Sushi Bars,Sushi By Bou - Jersey City,4.5,264,218 Newark Ave,(201) 614-3660
5547,Monmouth and 6th,40.72568548362901,-74.04879033565521,American (Traditional),Ed & Mary's,4.5,100,174 Coles St,(201) 839-5604
5548,Monmouth and 6th,40.72568548362901,-74.04879033565521,Burgers,White Star Bar,4.0,513,230 Brunswick St,(201) 653-9234
5549,Monmouth and 6th,40.72568548362901,-74.04879033565521,Coffee & Tea,Prato Bakery,4.5,288,371 4th St,(201) 798-8900
5550,Monmouth and 6th,40.72568548362901,-74.04879033565521,American (New),Skinner's Loft,4.0,1042,146 Newark Ave,(201) 915-0600
5551,Monmouth and 6th,40.72568548362901,-74.04879033565521,Desserts,The Kitchen Step,4.0,464,500 Jersey Ave,(201) 721-6115
5552,Monmouth and 6th,40.72568548362901,-74.04879033565521,American (New),The Hamilton Inn,4.0,813,708 Jersey Ave,(201) 839-5818
5553,Monmouth and 6th,40.72568548362901,-74.04879033565521,Cocktail Bars,Dullboy,4.0,508,364 Grove St,(201) 795-1628
5554,Monmouth and 6th,40.72568548362901,-74.04879033565521,Burgers,Diesel and Duke,4.5,231,389 Monmouth St,(201) 222-1322
5555,Monmouth and 6th,40.72568548362901,-74.04879033565521,Seafood,Just BeClaws,4.0,857,280 1st St,(201) 459-9100
5556,Monmouth and 6th,40.72568548362901,-74.04879033565521,Beer Bar,Würstbar,4.5,494,516 Jersey Ave,(201) 479-8396
5557,Monmouth and 6th,40.72568548362901,-74.04879033565521,Poke,POKAY,4.5,117,283 Newark Ave,(201) 356-9555
5558,Monmouth and 6th,40.72568548362901,-74.04879033565521,Cocktail Bars,The Archer,4.0,346,176 Newark Ave,(201) 309-1090
5559,Monmouth and 6th,40.72568548362901,-74.04879033565521,Sandwiches,Sub Culture,4.0,120,260 Newark Ave,(201) 222-1211
5560,Dixon Mills,40.721630142638354,-74.04996782541275,American (New),Cellar 335,4.5,728,335 Newark Ave,(201) 222-1422
5561,Dixon Mills,40.721630142638354,-74.04996782541275,Cocktail Bars,Ani Ramen House,4.0,788,218 Newark Ave,(201) 408-6841
5562,Dixon Mills,40.721630142638354,-74.04996782541275,Desserts,The Kitchen Step,4.0,464,500 Jersey Ave,(201) 721-6115
5563,Dixon Mills,40.721630142638354,-74.04996782541275,Sushi Bars,Sushi By Bou - Jersey City,4.5,264,218 Newark Ave,(201) 614-3660
5564,Dixon Mills,40.721630142638354,-74.04996782541275,Mexican,Gringo's,3.5,628,12 Coles St,(201) 389-4110
5565,Dixon Mills,40.721630142638354,-74.04996782541275,Beer Bar,Würstbar,4.5,494,516 Jersey Ave,(201) 479-8396
5566,Dixon Mills,40.721630142638354,-74.04996782541275,Burgers,Diesel and Duke,4.5,231,389 Monmouth St,(201) 222-1322
5567,Dixon Mills,40.721630142638354,-74.04996782541275,Breakfast & Brunch,Gussy's Cafe,4.5,24,292 Newark Ave,(201) 267-6804
5568,Dixon Mills,40.721630142638354,-74.04996782541275,French,Madame,4.0,268,390 4th St,(201) 876-8800
5569,Dixon Mills,40.721630142638354,-74.04996782541275,Seafood,Just BeClaws,4.0,857,280 1st St,(201) 459-9100
5570,Dixon Mills,40.721630142638354,-74.04996782541275,American (New),Skinner's Loft,4.0,1042,146 Newark Ave,(201) 915-0600
5571,Dixon Mills,40.721630142638354,-74.04996782541275,Italian,Barge Inn,4.0,119,324 3rd St,(201) 420-3268
5572,Dixon Mills,40.721630142638354,-74.04996782541275,Cuban,Rumba Cubana,4.5,522,235 Pavonia Ave,(201) 878-4400
5573,Dixon Mills,40.721630142638354,-74.04996782541275,Burgers,Left Bank Burger Bar,4.0,851,194 Newark Ave,(201) 630-4127
5574,Dixon Mills,40.721630142638354,-74.04996782541275,Italian,Pasta Dal Cuore,4.0,361,527 Jersey Ave,(201) 332-8505
5575,Dixon Mills,40.721630142638354,-74.04996782541275,Pizza,Razza,4.0,1236,275-277 Grove St,(201) 356-9348
5576,Dixon Mills,40.721630142638354,-74.04996782541275,Sandwiches,Sub Culture,4.0,120,260 Newark Ave,(201) 222-1211
5577,Dixon Mills,40.721630142638354,-74.04996782541275,Cocktail Bars,The Archer,4.0,346,176 Newark Ave,(201) 309-1090
5578,Dixon Mills,40.721630142638354,-74.04996782541275,Poke,POKAY,4.5,117,283 Newark Ave,(201) 356-9555
5579,Dixon Mills,40.721630142638354,-74.04996782541275,Food Delivery Services,GTK - Ghost Truck Kitchen,4.5,132,356 Varick St,(201) 706-3989
5580,Sterling Pl & Bedford Ave,40.672695,-73.954131,Pizza,Barboncino Pizza & Bar,4.5,1136,781 Franklin Ave,(718) 483-8834
5581,Sterling Pl & Bedford Ave,40.672695,-73.954131,French,Cafe Rue Dix,4.0,438,1451 Bedford Ave,(929) 234-2543
5582,Sterling Pl & Bedford Ave,40.672695,-73.954131,Mexican,Chavela's,4.0,1281,736 Franklin Ave,(718) 622-3100
5583,Sterling Pl & Bedford Ave,40.672695,-73.954131,Soul Food,Cornbread Brooklyn,4.5,282,409 Eastern Pkwy,(718) 622-3100
5584,Sterling Pl & Bedford Ave,40.672695,-73.954131,American (New),Mayfield,4.0,610,688 Franklin Ave,(347) 318-3643
5585,Sterling Pl & Bedford Ave,40.672695,-73.954131,Ethiopian,Ras Plant Based,5.0,348,739 Franklin Ave,(718) 701-8801
5586,Sterling Pl & Bedford Ave,40.672695,-73.954131,Cocktail Bars,Altar,4.5,65,645 Sterling Pl,(718) 701-8801
5587,Sterling Pl & Bedford Ave,40.672695,-73.954131,American (New),Arden,5.0,63,788 Franklin Ave,(718) 484-3266
5588,Sterling Pl & Bedford Ave,40.672695,-73.954131,Caribbean,Savvy Bistro & Bar,4.0,266,710 Nostrand Ave,(347) 533-7880
5589,Sterling Pl & Bedford Ave,40.672695,-73.954131,Asian Fusion,La'Mode BK,4.5,21,1401 Bedford Ave,(718) 316-9100
5590,Sterling Pl & Bedford Ave,40.672695,-73.954131,French,Oxalis,4.5,246,791 Washington Ave,(347) 627-8298
5591,Sterling Pl & Bedford Ave,40.672695,-73.954131,Breakfast & Brunch,ViaRoma,4.5,40,619 St Johns Pl,(347) 350-7758
5592,Sterling Pl & Bedford Ave,40.672695,-73.954131,Italian,Aita Trattoria,4.0,242,798A Franklin Ave,(917) 966-2670
5593,Sterling Pl & Bedford Ave,40.672695,-73.954131,Japanese,Silver Rice,4.5,337,638 Park Pl,(718) 398-8100
5594,Sterling Pl & Bedford Ave,40.672695,-73.954131,Italian,Cent'Anni,3.5,516,742 Franklin Ave,(718) 942-5201
5595,Sterling Pl & Bedford Ave,40.672695,-73.954131,Thai,MISC,4.0,228,758 Franklin Ave,(347) 663-4021
5596,Sterling Pl & Bedford Ave,40.672695,-73.954131,Gastropubs,Sweet Brooklyn Bar And Grill,4.0,506,608 Nostrand Ave,(347) 425-0111
5597,Sterling Pl & Bedford Ave,40.672695,-73.954131,Cafes,Colina Cuervo,4.5,205,759 Nostrand Ave,(718) 552-2005
5598,Sterling Pl & Bedford Ave,40.672695,-73.954131,Soul Food,Memphis Seoul,3.5,107,569 Lincoln Pl,(347) 349-2561
5599,Sterling Pl & Bedford Ave,40.672695,-73.954131,Seafood,The Crabby Shack,4.0,787,613 Franklin Ave,(718) 484-1507
5600,W 15 St & 10 Ave,40.742753828659026,-74.00747358798981,Seafood,Cull & Pistol Oyster Bar,4.5,741,75 9th Ave,(646) 568-1223
5601,W 15 St & 10 Ave,40.742753828659026,-74.00747358798981,Taiwanese,Very Fresh Noodles,4.5,1438,409 W 15th St,(332) 215-6161
5602,W 15 St & 10 Ave,40.742753828659026,-74.00747358798981,Seafood Markets,Lobster Place,4.0,1512,75 9th Ave,(212) 255-5672
5603,W 15 St & 10 Ave,40.742753828659026,-74.00747358798981,Tacos,Los Tacos No.1,4.5,3804,75 9th Ave,(212) 255-5672
5604,W 15 St & 10 Ave,40.742753828659026,-74.00747358798981,Mexican,Los Mariscos,4.5,779,409 W 15th St,(212) 920-4986
5605,W 15 St & 10 Ave,40.742753828659026,-74.00747358798981,Chinese,Buddakan,4.0,4547,75 9th Ave,(212) 989-6699
5606,W 15 St & 10 Ave,40.742753828659026,-74.00747358798981,Cuban,Calle Dao Chelsea,4.5,1037,461 W 23rd St,(212) 414-4104
5607,W 15 St & 10 Ave,40.742753828659026,-74.00747358798981,Bars,Artichoke Basille's Pizza,3.5,1698,114 10th Ave,(212) 792-9200
5608,W 15 St & 10 Ave,40.742753828659026,-74.00747358798981,Pizza,Olio e Più,4.5,4742,3 Greenwich Ave,(212) 243-6546
5609,W 15 St & 10 Ave,40.742753828659026,-74.00747358798981,American (Traditional),The Standard Grill,3.5,1283,848 Washington St,(212) 645-4100
5610,W 15 St & 10 Ave,40.742753828659026,-74.00747358798981,Korean,Genesis House,4.0,94,40A 10th Ave,(855) 444-0836
5611,W 15 St & 10 Ave,40.742753828659026,-74.00747358798981,Shanghainese,Hao Noodle Chelsea,4.5,619,343 W 14th St,(646) 882-0059
5612,W 15 St & 10 Ave,40.742753828659026,-74.00747358798981,Steakhouses,STK Steakhouse Rooftop NYC,4.0,696,26 Little West 12th St,(646) 624-2441
5613,W 15 St & 10 Ave,40.742753828659026,-74.00747358798981,Italian,Don Angie,4.5,753,103 Greenwich Ave,(212) 889-8884
