,Station Name,Station Latitude,Station Longitude,Business Category,Business Name,Rating,Number of Reviews,Address,Contact,Available Bikes,Empty Slots,Number of Bikes
2417,8 Ave & W 33 St,40.751551,-73.993934,Szechuan,CHILI,4.5,677,13 E 37th St,(646) 882-0666,39,43,82
2418,8 Ave & W 33 St,40.751551,-73.993934,American (New),VERSA,3.5,259,218 W 35th St,(646) 850-2850,39,43,82
2419,8 Ave & W 33 St,40.751551,-73.993934,French,OCabanon,4.0,455,245 W 29th St,(646) 669-7879,39,43,82
2420,10 St & 2 Ave,40.671907,-73.993612,Latin American,Surfish Bistro,4.0,439,550 3rd Ave,(718) 788-8070,18,0,18
2421,10 St & 2 Ave,40.671907,-73.993612,Cocktail Bars,Sweet Talk,4.0,296,457 3rd Ave,(718) 499-3400,18,0,18
2422,10 St & 2 Ave,40.671907,-73.993612,American (New),Buttermilk Channel,4.0,2036,524 Court St,(718) 852-8490,18,0,18
2423,10 St & 2 Ave,40.671907,-73.993612,Mexican,Chela Park Slope,4.5,662,408 5th Ave,(718) 701-1891,18,0,18
2424,10 St & 2 Ave,40.671907,-73.993612,Pizza,Table 87 - Gowanus,4.0,422,473 3rd Ave,(718) 965-8400,18,0,18
2425,10 St & 2 Ave,40.671907,-73.993612,Argentine,El Mate,4.5,358,550 Court St,(718) 222-1102,18,0,18
2426,10 St & 2 Ave,40.671907,-73.993612,Seafood,Bar Crudo,4.5,260,412 Fifth Ave,(718) 701-1894,18,0,18
2427,10 St & 2 Ave,40.671907,-73.993612,Brazilian,Santo Bruklin,4.5,258,548 Court St,(917) 909-1231,18,0,18
2428,10 St & 2 Ave,40.671907,-73.993612,Thai,Boran,4.5,269,462 Court St,(718) 490-0207,18,0,18
2429,10 St & 2 Ave,40.671907,-73.993612,French,Olivier Bistro,4.0,370,469 4th Ave,(718) 768-6600,18,0,18
2430,10 St & 2 Ave,40.671907,-73.993612,Modern European,Baba's Pierogies,4.5,473,295 3rd Ave,(718) 222-0777,18,0,18
2431,10 St & 2 Ave,40.671907,-73.993612,Italian,Piccoli Trattoria,4.5,587,522 6th Ave,(718) 788-0066,18,0,18
2432,10 St & 2 Ave,40.671907,-73.993612,Pizza,Peppino's Brick Oven Pizza & Restaurant,4.5,498,469 5th Ave,(718) 768-7244,18,0,18
2433,10 St & 2 Ave,40.671907,-73.993612,Mediterranean,Athena Mediterranean Cuisine,4.5,422,535 6th Ave,(718) 965-4578,18,0,18
2434,10 St & 2 Ave,40.671907,-73.993612,Bakeries,Runner & Stone,4.0,313,285 3rd Ave,(718) 576-3360,18,0,18
2435,10 St & 2 Ave,40.671907,-73.993612,Mexican,Claro,4.0,337,284 3rd Ave,(347) 721-3126,18,0,18
2436,10 St & 2 Ave,40.671907,-73.993612,American (Traditional),Terrace Restaurant and Bakery,4.5,126,280 5th Ave,(929) 624-2646,18,0,18
2437,10 St & 2 Ave,40.671907,-73.993612,Bakeries,Four & Twenty Blackbirds,4.0,770,439 3rd Ave,(718) 499-2917,18,0,18
2438,10 St & 2 Ave,40.671907,-73.993612,Bars,Kick Axe Throwing,4.5,541,622 Degraw St,(833) 542-5293,18,0,18
2439,10 St & 2 Ave,40.671907,-73.993612,Thai,Ugly Baby,4.0,445,407 Smith St,(347) 689-3075,18,0,18
2440,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131607,Bars,Jersey Social,4.0,69,837 Jersey Ave,(201) 222-7447,14,17,31
2441,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131607,Cocktail Bars,Low Fidelity,4.5,192,328 Palisade Ave,(201) 795-3600,14,17,31
2442,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131607,Cuban,Rumba Cubana,4.5,522,235 Pavonia Ave,(201) 878-4400,14,17,31
2443,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131607,Wine Bars,Grand Vin,4.0,544,500 Grand St,(201) 622-7009,14,17,31
2444,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131607,American (New),The Hamilton Inn,4.0,813,708 Jersey Ave,(201) 839-5818,14,17,31
2445,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131607,Cafes,Box Cafe,5.0,26,115 Palisade Ave,(201) 428-9475,14,17,31
2446,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131607,Delis,Andrea Salumeria,5.0,305,247 Central Ave,(201) 653-1666,14,17,31
2447,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131607,American (Traditional),Ed & Mary's,4.5,100,174 Coles St,(201) 839-5604,14,17,31
2448,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131607,Barbeque,Hamilton Pork,4.0,602,247 10th St,(201) 957-7245,14,17,31
2449,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131607,Sandwiches,Veloce Specialty Sandwiches,5.0,67,457 Baldwin Ave,(201) 267-9555,14,17,31
2450,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131607,Burgers,White Star Bar,4.0,513,230 Brunswick St,(201) 653-9234,14,17,31
2451,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131607,Steakhouses,Ruth's Chris Steak House,4.0,219,499 Washington Blvd,(201) 448-8664,14,17,31
2452,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131607,Coffee & Tea,Cafe Peanut,4.5,96,586 Newark Ave,(201) 721-6270,14,17,31
2453,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131607,Bakeries,Philippine Bread House,4.0,274,530 Newark Ave,(201) 659-1753,14,17,31
2454,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131607,Tacos,Pico Taco,4.0,111,418 Baldwin Ave,(201) 942-2967,14,17,31
2455,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131607,Bars,Northern Soul Kitchen & Bar,4.0,181,700 1st St,(201) 217-8784,14,17,31
2456,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131607,Bakeries,Rizzo's Bakery,4.5,126,208 Central Ave,(201) 653-7248,14,17,31
2457,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131607,Sandwiches,Cangiano’s Marketplace ,4.5,98,225 Pavonia Ave,(201) 984-2212,14,17,31
2458,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131607,Sushi Bars,Okinawa Sushi Restaurant,4.0,410,400 Newark St,(201) 222-0298,14,17,31
2459,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131607,Breakfast & Brunch,The Franklin,4.0,137,159 New York Ave,(201) 653-4710,14,17,31
2460,Henry St & Middagh St,40.7003,-73.991581,Pizza,Juliana's,4.5,2676,19 Old Fulton St,(718) 596-6700,4,25,29
2461,Henry St & Middagh St,40.7003,-73.991581,American (New),The Osprey,4.0,315,60 Furman St,(347) 696-2505,4,25,29
2462,Henry St & Middagh St,40.7003,-73.991581,Italian,Noodle Pudding,4.0,618,38 Henry St,(718) 625-3737,4,25,29
2463,Henry St & Middagh St,40.7003,-73.991581,American (New),Henry's End,4.0,386,72 Henry St,(718) 834-1776,4,25,29
2464,Henry St & Middagh St,40.7003,-73.991581,Vietnamese,Em Vietnamese Bistro,4.5,160,57 Front St,(718) 875-7888,4,25,29
2465,Henry St & Middagh St,40.7003,-73.991581,Cocktail Bars,The Binc,4.5,96,60 Henry St,(718) 624-1444,4,25,29
2466,Henry St & Middagh St,40.7003,-73.991581,Coffee & Tea,Vineapple Cafe,4.5,145,71 Pineapple St,(347) 799-1035,4,25,29
2467,Henry St & Middagh St,40.7003,-73.991581,Mediterranean,Westville,4.0,403,81 Washington St,(718) 618-5699,4,25,29
2468,Henry St & Middagh St,40.7003,-73.991581,Steakhouses,Carne Mare,4.5,221,89 South St,(212) 280-4600,4,25,29
2469,Henry St & Middagh St,40.7003,-73.991581,Comfort Food,Jacob's Pickles Time Out Market,4.5,103,55 Water St,(212) 470-5566,4,25,29
2470,Henry St & Middagh St,40.7003,-73.991581,Food Court,Time Out Market New York,4.0,510,55 Water St,(917) 810-4855,4,25,29
2471,Henry St & Middagh St,40.7003,-73.991581,Italian,AlMar,4.0,496,111 Front St,(718) 855-5288,4,25,29
2472,Henry St & Middagh St,40.7003,-73.991581,Coffee & Tea,Butler,4.0,196,40 Water St,(718) 855-5288,4,25,29
2473,Henry St & Middagh St,40.7003,-73.991581,Pizza,Grimaldi's Pizzeria,3.5,4958,1 Front St,(718) 858-4300,4,25,29
2474,Henry St & Middagh St,40.7003,-73.991581,Italian,Cecconi's Dumbo,3.5,1066,55 Water St,(718) 650-3900,4,25,29
2475,Henry St & Middagh St,40.7003,-73.991581,Seafood,Seamore’s Dumbo,4.0,199,66 Water St,(718) 663-6550,4,25,29
2476,Henry St & Middagh St,40.7003,-73.991581,American (New),The River Café,4.0,1284,1 Water St,(718) 522-5200,4,25,29
2477,Henry St & Middagh St,40.7003,-73.991581,Mediterranean,Celestine,4.0,290,1 John St,(718) 522-5356,4,25,29
2478,Henry St & Middagh St,40.7003,-73.991581,Barbeque,Brooklyn BBQ,4.0,23,220 Cadman Plz W,(347) 799-1223,4,25,29
2479,Henry St & Middagh St,40.7003,-73.991581,Mexican,Gran Electrica,3.5,534,5 Front St,(718) 852-2700,4,25,29
2480,Allen St & Rivington St,40.72019576,-73.98997825,Cocktail Bars,Double Chicken Please,4.5,490,115 Allen St,(646) 678-5452,22,14,36
2481,Allen St & Rivington St,40.72019576,-73.98997825,American (New),Sons of Essex,4.0,1322,133 Essex St,(212) 674-7100,22,14,36
2482,Allen St & Rivington St,40.72019576,-73.98997825,Thai,Wayla,4.5,641,100 Forsyth St,(212) 206-2500,22,14,36
2483,Allen St & Rivington St,40.72019576,-73.98997825,Szechuan,Ye's Apothecary,4.5,351,119 Orchard St,(212) 206-2500,22,14,36
2484,Allen St & Rivington St,40.72019576,-73.98997825,American (New),Wildair,4.0,229,142 Orchard St,(646) 964-5624,22,14,36
2485,Allen St & Rivington St,40.72019576,-73.98997825,Italian,Trapizzino,4.5,312,144 Orchard St,(212) 475-2555,22,14,36
2486,Allen St & Rivington St,40.72019576,-73.98997825,Bars,Izakaya Juraku,4.5,203,121 Ludlow St,(212) 477-0100,22,14,36
2487,Allen St & Rivington St,40.72019576,-73.98997825,Gastropubs,Set LES,4.0,563,127 Ludlow St,(212) 982-8225,22,14,36
2488,Allen St & Rivington St,40.72019576,-73.98997825,Cafes,Dudley's,4.0,1026,85 Orchard St,(212) 925-7355,22,14,36
2489,Allen St & Rivington St,40.72019576,-73.98997825,Latin American,Empanada Mama L.E.S,4.0,934,95 Allen St,(212) 673-0300,22,14,36
2490,Allen St & Rivington St,40.72019576,-73.98997825,Vietnamese,Saigon Social,4.5,197,172 Orchard St,(646) 609-3202,22,14,36
2491,Allen St & Rivington St,40.72019576,-73.98997825,Japanese,Kaikagetsu NYC,4.5,143,162 Orchard St,(646) 590-3900,22,14,36
2492,Allen St & Rivington St,40.72019576,-73.98997825,French,LĒNA,4.5,225,137 Eldridge St,(347) 935-1897,22,14,36
2493,Allen St & Rivington St,40.72019576,-73.98997825,Ramen,Okiboru House of Tsukemen,4.5,282,117 Orchard St,(917) 965-2223,22,14,36
2494,Allen St & Rivington St,40.72019576,-73.98997825,Mexican,La Contenta,4.5,908,102 Norfolk St,(212) 432-4180,22,14,36
2495,Allen St & Rivington St,40.72019576,-73.98997825,French,Dirty French,4.0,739,180 Ludlow St,(212) 254-3000,22,14,36
2496,Allen St & Rivington St,40.72019576,-73.98997825,Italian,Sauce,4.0,929,78 Rivington St,(212) 420-7700,22,14,36
2497,Allen St & Rivington St,40.72019576,-73.98997825,Cocktail Bars,Hotel Chantelle,3.5,1497,92 Ludlow St,(212) 254-9100,22,14,36
2498,Allen St & Rivington St,40.72019576,-73.98997825,Breakfast & Brunch,Sonnyboy,4.5,226,65 Rivington St,(212) 254-9100,22,14,36
2499,Allen St & Rivington St,40.72019576,-73.98997825,Bagels,Russ & Daughters Cafe,4.0,1136,127 Orchard St,(212) 475-4881,22,14,36
2500,Market St & Cherry St,40.71076228,-73.99400398,Diners,Golden Diner,4.5,424,123 Madison St,(917) 472-7800,43,1,44
2501,Market St & Cherry St,40.71076228,-73.99400398,Thai,Wayla,4.5,641,100 Forsyth St,(212) 206-2500,43,1,44
2502,Market St & Cherry St,40.71076228,-73.99400398,Steakhouses,Carne Mare,4.5,221,89 South St,(212) 280-4600,43,1,44
2503,Market St & Cherry St,40.71076228,-73.99400398,Mexican,Jajaja Mexicana,4.5,1199,162 E Broadway,(646) 883-5453,43,1,44
2504,Market St & Cherry St,40.71076228,-73.99400398,Cocktail Bars,Double Chicken Please,4.5,490,115 Allen St,(646) 678-5452,43,1,44
2505,Market St & Cherry St,40.71076228,-73.99400398,Hot Pot,Da Long Yi Hot Pot,4.5,580,159 Canal St,(917) 889-5539,43,1,44
2506,Market St & Cherry St,40.71076228,-73.99400398,Italian,Gelso & Grand,4.5,1437,186 Grand St,(212) 226-1600,43,1,44
2507,Market St & Cherry St,40.71076228,-73.99400398,Pizza,Juliana's,4.5,2676,19 Old Fulton St,(718) 596-6700,43,1,44
2508,Market St & Cherry St,40.71076228,-73.99400398,Burgers,Au Cheval,4.5,838,33 Cortlandt Aly,(646) 350-2429,43,1,44
2509,Market St & Cherry St,40.71076228,-73.99400398,French,Les Enfants de Boheme,4.5,342,177 Henry St,(646) 476-4843,43,1,44
2510,Market St & Cherry St,40.71076228,-73.99400398,Wine Bars,Tomiño Taberna Gallega,4.5,424,192 Grand St,(212) 933-4763,43,1,44
2511,Market St & Cherry St,40.71076228,-73.99400398,Greek,Kiki's,4.0,831,130 Division St,(646) 882-7052,43,1,44
2512,Market St & Cherry St,40.71076228,-73.99400398,Chinese,Kong Sihk Tong 港食堂,4.0,742,65 Bayard St,(646) 850-6140,43,1,44
2513,Market St & Cherry St,40.71076228,-73.99400398,Chinese,Hwa Yuan,4.0,471,42 E Broadway,(212) 966-6002,43,1,44
2514,Market St & Cherry St,40.71076228,-73.99400398,Chinese,King's Kitchen,4.0,320,92 E Broadway,(212) 966-7288,43,1,44
2515,Market St & Cherry St,40.71076228,-73.99400398,Chinese,Chinese Tuxedo,4.0,469,5 Doyers St,(646) 355-8693,43,1,44
2516,Market St & Cherry St,40.71076228,-73.99400398,French,LĒNA,4.5,225,137 Eldridge St,(347) 935-1897,43,1,44
2517,Market St & Cherry St,40.71076228,-73.99400398,Szechuan,Ye's Apothecary,4.5,351,119 Orchard St,(347) 935-1897,43,1,44
2518,Market St & Cherry St,40.71076228,-73.99400398,Shanghainese,Shanghai 21,4.0,1972,21 Mott St,(212) 766-6311,43,1,44
2519,Market St & Cherry St,40.71076228,-73.99400398,Shanghainese,Joe's Shanghai,4.0,7212,46 Bowery St,(212) 233-8888,43,1,44
2520,Newton Rd & 44 St,40.7595701,-73.9142678,American (New),DiWine,4.0,806,41-15 31st Ave,(718) 777-1355,3,14,17
2521,Newton Rd & 44 St,40.7595701,-73.9142678,Vietnamese,District Saigon,4.5,761,37-15 Broadway,(718) 956-0007,3,14,17
2522,Newton Rd & 44 St,40.7595701,-73.9142678,Thai,Pye Boat Noodle,4.5,1032,35-13 Broadway,(718) 685-2329,3,14,17
2523,Newton Rd & 44 St,40.7595701,-73.9142678,American (New),Oliver's Astoria,4.0,621,3719 Broadway,(718) 806-1476,3,14,17
2524,Newton Rd & 44 St,40.7595701,-73.9142678,Cocktail Bars,La Vecina,4.5,222,30-66 Steinway St,(718) 433-9399,3,14,17
2525,Newton Rd & 44 St,40.7595701,-73.9142678,Cocktail Bars,Trestle,4.5,544,34-02 Broadway,(347) 808-0290,3,14,17
2526,Newton Rd & 44 St,40.7595701,-73.9142678,Spanish,Circulo Espanol,4.5,41,41-01 Broadway,(718) 626-0872,3,14,17
2527,Newton Rd & 44 St,40.7595701,-73.9142678,Mexican,Ruta Oaxaca Mexican Cuisine,4.5,271,35-03 Broadway,(929) 349-1228,3,14,17
2528,Newton Rd & 44 St,40.7595701,-73.9142678,Italian,Vite Vinosteria,4.5,689,31-05 34th St,(718) 278-8483,3,14,17
2529,Newton Rd & 44 St,40.7595701,-73.9142678,Cafes,Layaly Cafe,4.5,184,4409 Broadway,(718) 606-8778,3,14,17
2530,Newton Rd & 44 St,40.7595701,-73.9142678,Cajun/Creole,Sugar Freak,4.0,2061,37-11 30th Ave,(718) 606-1900,3,14,17
2531,Newton Rd & 44 St,40.7595701,-73.9142678,Burgers,Burger Village,4.5,84,40-17 Broadway,(929) 296-9700,3,14,17
2532,Newton Rd & 44 St,40.7595701,-73.9142678,Pubs,Cronin & Phelan's,4.5,220,38-14 Broadway,(718) 545-8999,3,14,17
2533,Newton Rd & 44 St,40.7595701,-73.9142678,German,Max Bratwurst und Bier,4.5,446,4702 30th Ave,(718) 777-1635,3,14,17
2534,Newton Rd & 44 St,40.7595701,-73.9142678,New Mexican Cuisine,Hoja Santa,4.5,114,40-17 30th Ave,(718) 685-2099,3,14,17
2535,Newton Rd & 44 St,40.7595701,-73.9142678,American (New),The Highwater,4.0,545,3420 Broadway,(917) 745-0407,3,14,17
2536,Newton Rd & 44 St,40.7595701,-73.9142678,Italian,Il Bambino,4.5,1319,34-08 31st Ave,(718) 626-0087,3,14,17
2537,Newton Rd & 44 St,40.7595701,-73.9142678,Barbeque,Butcher Bar,4.0,2296,37-10 30th Ave,(718) 606-8140,3,14,17
2538,Newton Rd & 44 St,40.7595701,-73.9142678,Seafood,Amylos Taverna,4.0,414,33-19 Broadway,(718) 215-0228,3,14,17
2539,Newton Rd & 44 St,40.7595701,-73.9142678,Sports Bars,The Brewery Bar & Kitchen,4.5,144,49-18 30th Ave,(718) 777-8007,3,14,17
2540,28 St & 36 Ave,40.757186,-73.932719,Afghan,Sami's Kabab House,4.5,541,35-57 Crescent St,(917) 832-7165,11,18,29
2541,28 St & 36 Ave,40.757186,-73.932719,Sushi Bars,Sake Kawa,4.5,244,32-05 36th Ave,(718) 777-0117,11,18,29
2542,28 St & 36 Ave,40.757186,-73.932719,Seafood,Psari Seafood Restaurant & Bar,4.0,622,32-10 36th Ave,(718) 786-6015,11,18,29
2543,28 St & 36 Ave,40.757186,-73.932719,Brazilian,Beija Flor,4.0,291,38-02 29th St,(718) 606-2468,11,18,29
2544,28 St & 36 Ave,40.757186,-73.932719,Seafood,Astoria Seafood,4.0,937,37-10 33rd St,(718) 392-2680,11,18,29
2545,28 St & 36 Ave,40.757186,-73.932719,Pizza,Beebe's,4.0,173,38-28 27th St,(718) 208-2895,11,18,29
2546,28 St & 36 Ave,40.757186,-73.932719,American (New),Carla,4.5,164,25-03 40th Avenue,(929) 204-6264,11,18,29
2547,28 St & 36 Ave,40.757186,-73.932719,Cocktail Bars,Trestle,4.5,544,34-02 Broadway,(347) 808-0290,11,18,29
2548,28 St & 36 Ave,40.757186,-73.932719,Thai,Pye Boat Noodle,4.5,1032,35-13 Broadway,(718) 685-2329,11,18,29
2549,28 St & 36 Ave,40.757186,-73.932719,Mexican,Chela & Garnacha,4.5,439,33-09 36th Ave,(917) 832-6876,11,18,29
2550,28 St & 36 Ave,40.757186,-73.932719,French,Cafe Triskell,4.5,479,33-04 36th Ave,(718) 472-0612,11,18,29
2551,28 St & 36 Ave,40.757186,-73.932719,Mexican,Ruta Oaxaca Mexican Cuisine,4.5,271,35-03 Broadway,(929) 349-1228,11,18,29
2552,28 St & 36 Ave,40.757186,-73.932719,Breakfast & Brunch,Sanfords Astoria,4.0,1148,30-13 Broadway,(718) 932-9569,11,18,29
2553,28 St & 36 Ave,40.757186,-73.932719,Sushi Bars,Suzuki Shokudo,4.5,202,38-01 31st St,(718) 472-3778,11,18,29
2554,28 St & 36 Ave,40.757186,-73.932719,Brazilian,Copacabana,4.0,259,31-13 36th Ave,(718) 545-3685,11,18,29
2555,28 St & 36 Ave,40.757186,-73.932719,Italian,Vite Vinosteria,4.5,689,31-05 34th St,(718) 278-8483,11,18,29
2556,28 St & 36 Ave,40.757186,-73.932719,Seafood,Amylos Taverna,4.0,414,33-19 Broadway,(718) 215-0228,11,18,29
2557,28 St & 36 Ave,40.757186,-73.932719,American (New),The Highwater,4.0,545,3420 Broadway,(917) 745-0407,11,18,29
2558,28 St & 36 Ave,40.757186,-73.932719,Spanish,Sala Astoria,4.5,60,34-39 31st St,(929) 556-3037,11,18,29
2559,28 St & 36 Ave,40.757186,-73.932719,Dive Bars,Mad Donkey Beer Bar & Grill,4.0,375,3207 36th Ave,(718) 204-2070,11,18,29
2560,Verona Pl & Fulton St,40.6803560840434,-73.9476791024208,Gastropubs,Sweet Brooklyn Bar And Grill,4.0,506,608 Nostrand Ave,(347) 425-0111,4,14,18
2561,Verona Pl & Fulton St,40.6803560840434,-73.9476791024208,Breakfast & Brunch,Seven Restaurant,4.5,117,470 Nostrand Ave,(718) 230-7777,4,14,18
2562,Verona Pl & Fulton St,40.6803560840434,-73.9476791024208,Creperies,Le Paris Dakar,4.5,205,518 Nostrand Ave,(347) 955-4100,4,14,18
2563,Verona Pl & Fulton St,40.6803560840434,-73.9476791024208,Tea Rooms,Brooklyn Tea,5.0,155,524 Nostrand Ave,(347) 240-4281,4,14,18
2564,Verona Pl & Fulton St,40.6803560840434,-73.9476791024208,Delis,David's Brisket House and Deli,4.0,522,533 Nostrand Ave,(718) 789-1155,4,14,18
2565,Verona Pl & Fulton St,40.6803560840434,-73.9476791024208,Turkish,Bunny,4.5,50,449 Nostrand Ave,(718) 789-1155,4,14,18
2566,Verona Pl & Fulton St,40.6803560840434,-73.9476791024208,Southern,Peaches HotHouse,4.0,1454,415 Tompkins Ave,(718) 483-9111,4,14,18
2567,Verona Pl & Fulton St,40.6803560840434,-73.9476791024208,Burgers,Three Maples,5.0,40,1452 Fulton St,(347) 365-9382,4,14,18
2568,Verona Pl & Fulton St,40.6803560840434,-73.9476791024208,Korean,Korean BTS Market,4.5,24,512 Nostrand Ave,(347) 221-1478,4,14,18
2569,Verona Pl & Fulton St,40.6803560840434,-73.9476791024208,Pizza,Barboncino Pizza & Bar,4.5,1136,781 Franklin Ave,(718) 483-8834,4,14,18
2570,Verona Pl & Fulton St,40.6803560840434,-73.9476791024208,Trinidadian,Ali's Trinidad Roti Shop,4.0,331,1267 Fulton St,(718) 783-0316,4,14,18
2571,Verona Pl & Fulton St,40.6803560840434,-73.9476791024208,Ethiopian,Ras Plant Based,5.0,348,739 Franklin Ave,(718) 701-8801,4,14,18
2572,Verona Pl & Fulton St,40.6803560840434,-73.9476791024208,Bakeries,A&A Bake and Double and Roti Shop,4.5,292,1337 Fulton St,(347) 425-0016,4,14,18
2573,Verona Pl & Fulton St,40.6803560840434,-73.9476791024208,Tapas Bars,La Ñapa,4.5,113,656 Nostrand Ave,(347) 435-0920,4,14,18
2574,Verona Pl & Fulton St,40.6803560840434,-73.9476791024208,Creperies,Le Paris Dakar 2,4.5,42,1365 Fulton St,(718) 708-5093,4,14,18
2575,Verona Pl & Fulton St,40.6803560840434,-73.9476791024208,Seafood,BK Lobster,3.5,75,535 Nostrand Ave,(347) 365-4040,4,14,18
2576,Verona Pl & Fulton St,40.6803560840434,-73.9476791024208,New Mexican Cuisine,El Jeffe,4.5,319,1483 Fulton St,(347) 365-8919,4,14,18
2577,Verona Pl & Fulton St,40.6803560840434,-73.9476791024208,Indian,India House Restaurant,4.0,149,586 Nostrand Ave,(718) 857-7011,4,14,18
2578,Verona Pl & Fulton St,40.6803560840434,-73.9476791024208,American (New),Arden,5.0,63,788 Franklin Ave,(718) 484-3266,4,14,18
2579,Verona Pl & Fulton St,40.6803560840434,-73.9476791024208,Cocktail Bars,Altar,4.5,65,645 Sterling Pl,(718) 484-3266,4,14,18
2580,37 Ave & 35 St,40.7531106,-73.9279917,Seafood,Astoria Seafood,4.0,937,37-10 33rd St,(718) 392-2680,0,25,25
2581,37 Ave & 35 St,40.7531106,-73.9279917,Mexican,Chela & Garnacha,4.5,439,33-09 36th Ave,(917) 832-6876,0,25,25
2582,37 Ave & 35 St,40.7531106,-73.9279917,Seafood,Psari Seafood Restaurant & Bar,4.0,622,32-10 36th Ave,(718) 786-6015,0,25,25
2583,37 Ave & 35 St,40.7531106,-73.9279917,American (New),Vegoist,4.0,300,35-43 37th St,(718) 729-5665,0,25,25
2584,37 Ave & 35 St,40.7531106,-73.9279917,Sushi Bars,Sake Kawa,4.5,244,32-05 36th Ave,(718) 777-0117,0,25,25
2585,37 Ave & 35 St,40.7531106,-73.9279917,French,Cafe Triskell,4.5,479,33-04 36th Ave,(718) 472-0612,0,25,25
2586,37 Ave & 35 St,40.7531106,-73.9279917,Vietnamese,District Saigon,4.5,761,37-15 Broadway,(718) 956-0007,0,25,25
2587,37 Ave & 35 St,40.7531106,-73.9279917,Mexican,Tacuba,4.0,758,35-01 36th St,(718) 786-2727,0,25,25
2588,37 Ave & 35 St,40.7531106,-73.9279917,Ramen,Susuru Ramen,4.5,175,33-19 36th Ave,(718) 806-1521,0,25,25
2589,37 Ave & 35 St,40.7531106,-73.9279917,Thai,Pye Boat Noodle,4.5,1032,35-13 Broadway,(718) 685-2329,0,25,25
2590,37 Ave & 35 St,40.7531106,-73.9279917,Sushi Bars,Suzuki Shokudo,4.5,202,38-01 31st St,(718) 472-3778,0,25,25
2591,37 Ave & 35 St,40.7531106,-73.9279917,Cocktail Bars,Trestle,4.5,544,34-02 Broadway,(347) 808-0290,0,25,25
2592,37 Ave & 35 St,40.7531106,-73.9279917,American (New),Carla,4.5,164,25-03 40th Avenue,(929) 204-6264,0,25,25
2593,37 Ave & 35 St,40.7531106,-73.9279917,Mexican,El Mero Mero,4.5,135,35-57 38th St,(718) 392-2444,0,25,25
2594,37 Ave & 35 St,40.7531106,-73.9279917,Mexican,Ruta Oaxaca Mexican Cuisine,4.5,271,35-03 Broadway,(929) 349-1228,0,25,25
2595,37 Ave & 35 St,40.7531106,-73.9279917,Barbeque,Pig Beach BBQ - Queens,4.0,123,35-37 36th St,(718) 362-6111,0,25,25
2596,37 Ave & 35 St,40.7531106,-73.9279917,American (New),The Lowery Bar & Kitchen,4.5,323,43-02 43rd Ave,(929) 208-0054,0,25,25
2597,37 Ave & 35 St,40.7531106,-73.9279917,Afghan,Sami's Kabab House,4.5,541,35-57 Crescent St,(917) 832-7165,0,25,25
2598,37 Ave & 35 St,40.7531106,-73.9279917,Latin American,Rincón Melania,4.5,140,35-19 Queens Blvd,(718) 361-1905,0,25,25
2599,37 Ave & 35 St,40.7531106,-73.9279917,Dive Bars,Mad Donkey Beer Bar & Grill,4.0,375,3207 36th Ave,(718) 204-2070,0,25,25
2600,Crescent St & 35 Ave,40.7596276,-73.9321455,Afghan,Sami's Kabab House,4.5,541,35-57 Crescent St,(917) 832-7165,16,8,24
2601,Crescent St & 35 Ave,40.7596276,-73.9321455,Thai,Pye Boat Noodle,4.5,1032,35-13 Broadway,(718) 685-2329,16,8,24
2602,Crescent St & 35 Ave,40.7596276,-73.9321455,Cocktail Bars,Trestle,4.5,544,34-02 Broadway,(347) 808-0290,16,8,24
2603,Crescent St & 35 Ave,40.7596276,-73.9321455,Spanish,Sala Astoria,4.5,60,34-39 31st St,(929) 556-3037,16,8,24
2604,Crescent St & 35 Ave,40.7596276,-73.9321455,Breakfast & Brunch,Sanfords Astoria,4.0,1148,30-13 Broadway,(718) 932-9569,16,8,24
2605,Crescent St & 35 Ave,40.7596276,-73.9321455,Sushi Bars,Sake Kawa,4.5,244,32-05 36th Ave,(718) 777-0117,16,8,24
2606,Crescent St & 35 Ave,40.7596276,-73.9321455,Mexican,Ruta Oaxaca Mexican Cuisine,4.5,271,35-03 Broadway,(929) 349-1228,16,8,24
2607,Crescent St & 35 Ave,40.7596276,-73.9321455,American (New),Carla,4.5,164,25-03 40th Avenue,(929) 204-6264,16,8,24
